text,class
"""Beat the Heat with Chevrolet Beat"" FROM http://tinyurl.com/yarfxum",0
"""Smoke In Style With Classy Antique Smoking Pipes""  FROM http://tinyurl.com/yebzohk",0
"""Nokia 6303i Classic Mobile Phone"" FROM http://tinyurl.com/ycmz4np",0
"""Fords New Subcompact Automobile"" FROM http://tinyurl.com/yc8tjgk",0
What is Babesiosis? FROM http://www.iamunwell.com/Diseases-Alphabet-B/babesiosis.html,0
"""Back To Classic Utalitarian Steel Utensils"" FROM http://tinyurl.com/yccg2q4",0
RT @WTOP: Schools say snow safety takes priority over make-up days http://bit.ly/9FoTg5,0
"""Stainless Steel Barware Collection"" FROM http://tinyurl.com/y9osfgc",0
Speculations For Apples Latest iPad Come To An End FROMhttp://tinyurl.com/y9u625k,0
"""New Samurai Model From TVS-Suzuki"" FROM http://auto.indiamart.com/tvs-suzuki/",0
"""Are Your Kids Suffering With Anxiety?"" FROM http://tinyurl.com/ycrj3oj",0
"""Let the Spring Sun Shine On Your Backyard"" From http://tinyurl.com/yaogfx7",0
"""Chevrolet Rules Indian Roads"" FROM http://auto.indiamart.com/cars/chevrolet-cars.html",0
Trees Grow Faster Because of Global Warming: Forests could be growing faster now than they were 225 years ago as a... http://bit.ly/9KacDw,0
\u2018Bin Laden\u2019 Blames US For Global Warming: A new message said to be from al-Qaeda leader Osama Bin Laden has blamed... http://bit.ly/c6g9Oq,0
"World Wetlands Day Focuses on Climate Change: World Wetlands Day 2010: \u2018Wetlands, Biodiversity and Climate Change\u2019... http://bit.ly/cHz33p",0
Is Your Home Pollution Free?: Impure and polluted air inside your home can be dangerous and result in asthma and b... http://bit.ly/dnvYl3,0
"""A Glance at Your Favourite Vehicle"" From http://auto.indiamart.com/photo-gallery/",0
"""Mercedes Benz E250 Launched in India"" From http://autoseduction.blogspot.com/2010/01/mercedes-benz-e250-launched-in-india.html",0
"""Dealing With Stress"" From http://www.iamunwell.com/Health-Articles/dealing-with-stress.html",0
"""Olympus Announces \xb5 TOUGH-8010 And \xb5 TOUGH-6020"" -- http://bit.ly/9maPEB",0
"""New Era For LML Scooters and Motorcycles"" From http://auto.indiamart.com/lml/",0
"""Springtime Decoration Ideas For Your Prized Open Outdoor Space"" From http://tinyurl.com/ygv9t3o",0
"""From Roads to Website"" From http://autoseduction.blogspot.com/2010/02/from-roads-to-website.html",0
"""Trendy and Classy Vintage Jewellery Collection"" From  http://handicraft.indiamart.com/products/antiques/antique-jewellery.html",0
"""Now IKON Has A Variant - Ford Ikon Plus"" From http://autoseduction.blogspot.com/2010/01/now-ikon-has-variant-ford-ikon-plus.html",0
"""Metal Smoking pipes For Unmatched Style & Luxurious Antique Decor"" From http://tinyurl.com/ybm7drx",0
Valentine's Day Gifts for Car Lovers From http://auto.indiamart.com/blog/valentine%27s-day-gifts-for-car-lovers.html,0
[Liven Up Your Home With The Colors Of Spring] From http://stylinghome.blogspot.com/2010/01/spring-home-decor-ideas.html,0
[Centerpiece Flower Arrangements For Spring Decor] From http://craftsmitten.blogspot.com/2010/01/spring-flowers-decor-arrangments.html,0
[Stainless Steel Cooking Pots Gaining Popularity] From http://tinyurl.com/ybabrgl,0
"""Ford to Introduce a New Car in India Every 12-18 months"" From http://tinyurl.com/y9fd5d9",0
[A Few Great Springtime Tabletop Decoration Ideas]  from http://handicraft.indiamart.com/articles/springtime-table-decoration-ideas.html,0
[Find Your Nearest Rolls Royce Dealer] from http://auto.indiamart.com/cars/rolls-royce-cars.html,0
"""Tata Motor: India\'s Largest Vehicle Manufacturer""  From http://auto.indiamart.com/telco/",0
"""Bhutanese Handmade Paper Made In Trashi Yangst"" from http://handicraft.indiamart.com/products/paper-products/bhutanese-handmade-paper.html",0
"""Maruti Suzuki Production Exceeds Suzuki in 2009"" from http://auto.indiamart.com/blog/maruti-suzuki-production-exceeds-suzuki-in-2009.html",0
"""Drive Out Workplace Boredom with Five Great Cubicle Makeover Tips"" from http://tinyurl.com/yejucg5",0
"""Nine From Nissan"" From http://autoseduction.blogspot.com/2010/01/nine-cars-from-nissan.html",0
"""Mahindra at Auto Expo 2010"" From http://auto.indiamart.com/auto-expo/2010/mahindra-at-auto-expo-2010.html",0
"""Nissan Micra to be Launched in July 2010"" from http://autoseduction.blogspot.com/2010/01/nissan-micra-to-be-launched-in-july.html",0
"""Nano in US to Cost Thrice of Indian Price"" From http://auto.indiamart.com/blog/nano-in-us-to-cost-thrice-of-indian-price.html",0
"""Tips for Safe Driving in Fog"" From http://auto.indiamart.com/blog/tips-for-safe-driving-in-fog.html",0
"""Romantic Dinner Table Setting For Valentines Day"" from http://handicraft.indiamart.com/articles/romantic-table-setting-valentines-day.html",0
"""New Mercedes Benz E250 CDI Blue Efficiency"" from http://auto.indiamart.com/cars/mercedes-benz-e250/",0
"""Tata Nano For Her and Him !"" From http://auto.indiamart.com/blog/tata-nano-special-editions.html",0
"""Wood Smoking Pipes Low Cost & High Quality"" from http://tinyurl.com/y9wmaqq",0
"""Come, Discover the Divine Shine!"" From http://wowdazzle.blogspot.com",0
Tata Motors follows the footsteps of Maruti Suzuki by http://bit.ly/8x6WJ2,0
New Look Of Bajaj Pulsar 220 S from http://auto.indiamart.com/motorcycles/bajaj-pulsar-220s/,0
"""Romantic Valentines Day Gifts For Her"" from http://handicraft.indiamart.com/articles/romantic-unique-valentines-day-gifts-ideas-women.html",0
"""Stunning Bedroom Decor Ideas for Valentines Day"" from http://handicraft.indiamart.com/articles/valentines-day-bedroom-decor.html",0
"""First Look Of Nissan 370Z"" from http://auto.indiamart.com/cars/nissan-370z/",0
"""Volkswagen Phaeton In Auto Expo 2010"" from http://auto.indiamart.com/cars/volkswagen-phaeton/",0
Top Five Jewelry Trends 2010 from http://handicraft.indiamart.com/articles/jewelry-trends-2010.html,0
"""Carriage Lights For Your Home Decor"" From http://handicraft.indiamart.com/products/home-products/decorative-lighting/carriage-lights.html",0
"""Discover New Cars From Hyundai Motors"" From http://auto.indiamart.com/hyundai/",0
"""Anodised Smoking Pipes For Smoke Loving Wanderers"" from http://tinyurl.com/ybn7q3f",0
Aluminum Animals For Your Garden Decor from http://handicraft.indiamart.com/materials/aluminum-crafts/aluminum-animals.html,0
Volkswagen Vehicles on Display This Year from http://auto.indiamart.com/auto-expo/2010/volkswagen-cars.html,0
Antique Dining Table For Your Home From http://handicraft.indiamart.com/products/antiques/antique-dining-table.html,0
Maruti Suzuki at Auto Expo 2010 From http://auto.indiamart.com/auto-expo/2010/maruti-suzuki-at-auto-expo-2010.html,0
"""New Yo Smart Scooty By Electrotherm India Ltd"" From http://auto.indiamart.com/two-wheelers/electrotherm-india.html",0
BMW Unveiled Its Concept Car In Auto Expo 2010 from http://auto.indiamart.com/cars/bmw-cars.html,0
"""Sterling Silver Photo Frames Give Elegant Looks"" From http://tinyurl.com/ydcvx58",0
"""Environment Friendly Cars From RECC"" From http://auto.indiamart.com/cars/reva-cars.html",0
Special Stainless Steel Pots For Kitchen Decor -http://bit.ly/9H8rx,0
"""Stainless Steel Cookware For Your Kitchen"" from http://tinyurl.com/y8gt2xe",0
"""Honda Present Concept Car In Auto Expo 2010"" from http://auto.indiamart.com/cars/honda-motors-cars.html",0
Indian Ocean Climate Event Occurring More Frequently Due To Global Warming from http://tinyurl.com/yjebreg,0
India As a Preferred Auto Destination from http://auto.indiamart.com/blog/india-as-a-preferred-auto-destination.html,0
Small Cars At The Auto Expo Make It Big From http://auto.indiamart.com/blog/small-cars-auto-expo-2010.html,0
Upcoming Industry Trade Shows List By http://craftsmitten.blogspot.com/2010/01/upcoming-industry-tradeshow-craft-hobby.html,0
2010 Volkswagen Car Models from http://auto.indiamart.com/cars/volkswagen-cars.html,0
Special Wrought Iron Table Lamps For Transitional Rooms From http://tinyurl.com/y9x2h27,0
Buy Traditional Candle Stands From http://handicraft.indiamart.com/products/home-products/decorative-lighting/candle-stands.html,0
Myth and Truth About Indian Auto Expo from http://auto.indiamart.com/blog/myth-truth-indian-auto-expo.html,0
Romantic Valentine's Day Gifts For Men  from http://handicraft.indiamart.com/articles/romantic-valentines-day-gift-ideas-for-men.html,0
Free Auto Expo 2010 Photo Gallery from http://auto.indiamart.com/cars/photo-gallery/auto-expo-2010-photo-gallery.html,0
Easy Home Made Craft Ideas For A Quick Decor Makeover from http://handicraft.indiamart.com/articles/home-decor-craft-ideas-makeover.html,0
Importance Of Calcium Intake For Women From http://www.iamunwell.com/articles/importance-of-calcium-intake-for-women.html,0
Free Upcoming Handicraft Trade Show List from http://handicraft.indiamart.com/industry/handicraft-trade-shows.html,0
Ceramic Table Lamps For Your Bedroom by http://handicraft.indiamart.com/products/home-products/decorative-lighting/ceramic-table-lamps.html,0
New Honda Accord With Automatic Climate Control System from http://auto.indiamart.com/cars/honda-accord/,0
Finding The Best Healthcare Guide For You! From http://www.iamunwell.com/Articles/finding-the-best-healthcare-guide-for-you.html,0
Auto Expo 2010 \u2013 An Insight from http://auto.indiamart.com/auto-expo/2010/about-auto-expo-2010.html,0
Special Ornament For Your Drawing Rooms From http://handicraft.indiamart.com/materials/silver-crafts/silver-chairs.html,0
Chevrolet Beat Hits Indian Road http://auto.indiamart.com/cars/chevrolet-beat/,0
Use Aluminum Planters To Decor Your Office from http://handicraft.indiamart.com/materials/aluminum-crafts/aluminum-planters.html,0
China Blames Freak Storm On Global Warming: Freak snowstorms and record low temperatures sweeping northern China ar... http://bit.ly/6eY7ME,0
Indian Ocean Climate Event Occurring More Frequently Due To Global Warming: Indian Ocean Climate Event Occurring Mo... http://bit.ly/6zh1At,0
"Copenhagen\u2019s Failure An Ironic Victory For Entrepreneurs And The Environment: Tom Tanton [Senior Fellow, Energy S... http://bit.ly/4xB0ZC",0
Visitors Guide: Auto Expo 2010 from http://auto.indiamart.com/auto-expo/2010/visitor-guide.html,0
"Top Ten Kitchen Design Trends To Look Forward To, In 2010  from http://handicraft.indiamart.com/articles/kitchen-design-trends-2010.html",0
Get Day To Day Updates Of Auto Expo 2010 from http://auto.indiamart.com/auto-expo/2010/auto-expo-updates.html,0
10 Best Ways Hacks How to Speed Up Slow Personal Computer Performance from http://ping.fm/hpY46,0
How to hack Orkut Account Passwords: Tech Updates from http://ping.fm/LYuDh,0
6 Ways How To Prevent Gmail From Hacker Phisher from http://ping.fm/ggu7G,0
Best Way To \u201cRecover\u201d Forgotten Windows Vista Password from http://ping.fm/vaEUy,0
"6 Blogging Tips On How To Increase Site Traffic, Visitors And Hits from http://ping.fm/ikIRR",0
Auto Expo 2010 - An Insight from http://auto.indiamart.com/auto-expo/2010/,0
Top 8 Christmas Gift Ideas For Her from http://handicraft.indiamart.com/articles/christmas-gift-ideas-for-women.html,0
A Look at Maruti Suzuki Concept R3 from http://auto.indiamart.com/cars/maruti-suzuki-concept-r3/,0
2010 Accessories: Bathroom Trends from http://handicraft.indiamart.com/articles/bathroom-trends-2010.html,0
Firefox's 'Kompac' bike for cyclists at the Upcoming Auto Expo from http://auto.indiamart.com/blog/firefox-kompac-bike-auto-expo-2010.html,0
"Turn It Into Your Serene, Warm Den from http://handicraft.indiamart.com/articles/bedroom-decor-trends-2010.html",0
Review of Audi A6 Limited Edition from http://auto.indiamart.com/cars/audi/audi-a6-limited-edition.html,0
Microbiologist And Speech & Hearing Specialist Jobs Vacancy By Tamil Nadu Public Service Commission from http://ping.fm/2VEAs,0
Walk In Interviews For Various Job Posts In Katihar Medical College On 16.01.2010 from http://ping.fm/0fyXJ,0
Walk In Interview For Faculty And Residen Doctors Job Vacancy At DR. Rajendra Prasad Government Medical College from http://ping.fm/enkBc,0
Central Board of Secondary Education Declared Datesheet of Class XII Examinations from http://ping.fm/nos96,0
Central Board of Secondary Education Declared Datesheet of Class X Examinations from http://ping.fm/qsd9x,0
Colorful Paper Products For An Eco friendly New Year ! from http://bit.ly/5LQv4z,0
Plan It In Style ! Musts For Organizing A Memorable Party from http://handicraft.indiamart.com/articles/party-essentials.html,0
Toyota Prado: Now In Diesel Variant from http://auto.indiamart.com/cars/toyota-prado-diesel/,0
Navigational Compass: Comibnation Of Science And Technology From http://tinyurl.com/yb9v5xh,0
Kawasaki Bajaj 125 Vs Yamaha RXG 135 from http://auto.indiamart.com/motorcycles/kawasaki-bajaj125/,0
Yamaha YZF-R1 Coming Soon In India from http://auto.indiamart.com/motorcycles/yamaha-yzf-r1-2010/,0
Brass Table Lamps For Your Drawing Room By http://bit.ly/87xtbA,0
The Peoples Car is Now Indian Car of the Year 2010 from http://auto.indiamart.com/blog/tata-nano-wins-icoty-awards.html,0
3 Idiots Movie Reviews Download Free From Online from http://ping.fm/HMIUn,0
Panjab University Common Entrance Test 2010 (PU CET \u2013 2010) For Engineering Admissions from http://ping.fm/x3xjs,0
"VITEEE 2010, VIT Engineering Entrance Examination On 17th April 2010 (Saturday) from http://ping.fm/SxBgU",0
Vellore Institute of Technology (VIT) 2010 Entrance Exam Dates from http://ping.fm/C4cCT,0
SSC Tax Assistant Examination 2008 Final Results from http://ping.fm/9AC0D,0
UPSC Combined Medical Services Final Examination Results 2009 from http://ping.fm/Gug4f,0
Anna University Director of Distance Education (DODE) Hall Tickets from http://ping.fm/Dc0Os,0
"Gujarat University LLB 1st, 2nd and 3rd Year Results 2009 from http://ping.fm/goHKz",0
SSC Combined Graduate Level Mains Examination 2008 from http://ping.fm/mMcAm,0
Extravagantly Stylish Audi Q7 from http://auto.indiamart.com/cars/audi/audi-q7.html,0
4S Champion Kawasaki Bajaj Boxer from http://auto.indiamart.com/motorcycles/kawasaki-bajaj-boxer/,0
Types Of Cloud Dragon Paper from http://handicraft.indiamart.com/products/paper-products/unryu-paper.html,0
Silver Sofa Sets Decor Your Drawing Room Perfectly from http://handicraft.indiamart.com/materials/silver-crafts/silver-sofa-sets.html,0
Global Warming- Are You Taking The Initiative? from http://lifeofearth.org/2009/12/global-warming-are-you-taking-the-initiative.html,0
Audi Q5 Car: Fully Loaded In SUV Class from http://auto.indiamart.com/cars/audi/audi-q5.html,0
Start Your Business With Kitchenware Products from http://handicraft.indiamart.com/products/home-products/kitchenware/,0
Global Warming- Are You Taking The Initiative?: Probably all of us are aware about the fact about bad effects of Gl... http://bit.ly/5OTzfQ,0
Nitty Gritties of Auto Expo 2010 from http://autoseduction.blogspot.com/2009/12/nitty-gritties-of-auto-expo-2010.html,0
Motorcycle Maintenance This Winter from http://auto.indiamart.com/blog/motorcycle-maintenance-this-winter.html,0
Bajaj Kawasaki Caliber Vs Hero Honda Splendor from http://auto.indiamart.com/motorcycles/kawasaki-bajaj-caliber/,0
Your Ultimate Dream Sports Car from http://auto.indiamart.com/cars/audi/audi-tt.html,0
Lucky Charms For Your Better Luck from http://handicraft.indiamart.com/products/religiousproducts/lucky-charms.html,0
Portable And Precise Gas Sensor Could Monitor Pollution And Detect Disease from http://ping.fm/rrp7E,0
Agricultural Pollution from http://ping.fm/bqKeV,0
Glacial Melting May Release Pollutants Into The Environment from http://ping.fm/NdhGK,0
Nitrogen Cycle: Key Ingredient In Climate Model Refines Global Predictions from http://ping.fm/QEUvD,0
Biodiversity Conservation Information from http://ping.fm/2L39I,0
Way of Water Conservation from http://ping.fm/5wUC7,0
Sources List Of Global Warming Emissions In California from http://ping.fm/T7MJE,0
Top Ten Environmental Losses Of 2009 from http://ping.fm/oUdKZ,0
Prospect Of Global Warming Pact Fades In Copenhagen from http://ping.fm/rud7i,0
Driving the World Crazy!! from http://auto.indiamart.com/blog/driving-the-world-crazy.html,0
